ID,正式名称,正式名称（フリガナ）,所在地,所在地座標（緯度）,所在地座標（経度）,案内用ホームページアドレス
1311137100001,医療法人社団實理会　東京国際大堀病院,イリョウホウジンシャダンミノリカイ　トウキョウコクサイオオホリビョウイン,東京都三鷹市下連雀４－８－４０,35.694389,139.563029,https://ohori-hosp.jp
1311137100180,市立青梅総合医療センター,シリツオウメソウゴウイリョウセンター,東京都青梅市東青梅４－１６－５,35.782569,139.281104,https://mghp.ome.tokyo.jp
1311137100210,医療法人財団岩尾会　東京青梅病院,イリョウホウジンザイダンイワオカイ　トウキョウオウメビョウイン,東京都青梅市富岡３－１２５４,35.82687,139.293518,http://www.iwaokai.or.jp/oume/
1311137100340,医療法人財団良心会　青梅成木台病院,イリョウホウジンザイダンリョウシンカイ　オウメナリキダイビョウイン,東京都青梅市成木１－４４７,35.835119,139.27588,http://www.narikidai.jp/
1311137100470,医療法人社団幸悠会　鈴木慈光病院,イリョウホウジンシャダンコウユウカイ　スズキジコウビョウイン,東京都青梅市長淵５－１０８６,35.77082,139.261884,http://www.kouyukai1968.or.jp
1311137100760,医療法人社団仁成会　高木病院,イリョウホウジンシャダンジンセイカイ　タカギビョウイン,東京都青梅市今寺５－１８－１９,35.793235,139.305879,http://www.takagi-hp.or.jp/
1311137100890,医療法人社団長生会　成木長生病院,イリョウホウジンシャダンチョウセイカイ　ナリキチョウセイビョウイン,東京都青梅市成木４－５７６,35.824786,139.257048,https://chosei-kai.com/narikichosei
1311137100920,医療法人財団岩尾会　東京海道病院,イリョウホウジンザイダンイワオカイ　トウキョウカイドウビョウイン,東京都青梅市末広町一丁目４番地の５,35.778375,139.313324,http://www.iwaokai.or.jp/kaido/index.html
1311137101060,医療法人社団長生会　長生病院,イリョウホウジンシャダンチョウセイカイ　チョウセイビョウイン,東京都青梅市小曾木１－３４３８,35.824259,139.292823,http://chosei-kai.com
1311137101190,医療法人社団和風会　多摩リハビリテーション病院,イリョウホウジンシャダンワフウカイ　タマリハビリテーションビョウイン,東京都青梅市長淵９－１４１２－４,35.764931,139.268884,http://www.wafukai..or.jp
1311137101220,医療法人社団三秀会　青梅三慶病院,イリョウホウジンシャダンサンシュウカイ　オウメサンケイビョウイン,東京都青梅市大柳町１４１２番地,35.784679,139.252273,http://omesankeihp.jp
1311137101350,医療法人社団慶成会　青梅慶友病院,イリョウホウジンシャダンケイセイカイ　オウメケイユウビョウイン,東京都青梅市大門１－６８１,35.799206,139.287242,https://www.keiyu-hp.or.jp
1311137101480,奥多摩町国民健康保険奥多摩病院,オクタママチコクミンケンコウホケンオクタマビョウイン,東京都西多摩郡奥多摩町氷川１１１１,35.800452,139.088591,http://www.town.okutama.tokyo.jp/gyose/kakuka/ka/biyouin.html
1311137101510,医療法人社団倭林会　武蔵野台病院,イリョウホウジンシャダンヤマトバヤシカイ　ムサシノダイビョウイン,東京都青梅市今井１－２５８６,35.812566,139.313211,http://www.musashinodai-hp.com
1311137101770,医療法人社団恵仁会　３６６リハビリテーション病院,イリョウホウジンシャダンケイジンカイ　サンロクロクリハビリテーションビョウイン,東京都府中市住吉町１－３４－６,35.66164,139.457595,http://www.366rehabili.com
1311137101771,地方独立行政法人東京都立病院機構　東京都立小児総合医療センター,チホウドクリツギョウセイホウジントウキョウトリツビョウインキコウ　トウキョウトリツショウニソウゴウイリョウセンター,東京都府中市武蔵台２－８－２９,35.692581,139.46151,https://www.tmhp.jp/shouni
1311137101772,地方独立行政法人東京都立病院機構　東京都立多摩総合医療センター,チホウドクリツギョウセイホウジントウキョウトリツビョウインキコウ　トウキョウトリツタマソウゴウイリョウセンター,東京都府中市武蔵台２－８－２９,35.692581,139.46151,https://www.tmhp.jp/tama/
1311137200110,秋川病院,アキガワビョウイン,東京都あきる野市平沢４７２,35.728325,139.292022,https://www.akigawahp.com/
1311137200240,公立阿伎留医療センター,コウリツアキルイリョウセンター,東京都あきる野市引田７８－１,35.732879,139.272524,http://www.akiru-med.jp/
1311137200370,医療法人財団　暁　あきる台病院,イリョウホウジンザイダン　アカツキ　アキルダイビョウイン,東京都あきる野市秋川６－５－１,35.729297,139.291717,http://www.akirudai-hp.or.jp
1311137200530,医療法人社団崎陽会　日の出ヶ丘病院,イリョウホウジンシャダンキヨウカイ　ヒノデガオカビョウイン,東京都西多摩郡日の出町大久野,35.742906,139.246553,http://www.hinodehp.com
1311137200660,医療法人財団　利定会　大久野病院,イリョウホウジンザイダン　トシサダカイ　オオグノビョウイン,東京都西多摩郡日の出町大久野６４１６,35.75646,139.234081,http://www.oogunohp.com/
1311137200790,医療法人社団秀仁会　櫻井病院,イリョウホウジンシャダンシュウジンカイ　サクライビョウイン,東京都あきる野市原小宮１－１４－１１,35.734991,139.298771,https://xn--elq250e1mhg47a.jp/
1311137200820,医療法人社団三秀会　羽村三慶病院,イリョウホウジンシャダンサンシュウカイ　ハムラサンケイビョウイン,東京都羽村市羽４２０７,35.764099,139.331712,https://www.hamurasankei.or.jp
1311137200821,医療法人社団純正会　青梅東部病院,イリョウホウジンシャダンジュンセイカイ　オウメトウブビョウイン,東京都青梅市黒沢１－６１９－９,35.816343,139.266937,http://ometobu-hp.com
1311137300000,医療法人社団葵会　ＡＯＩ八王子病院,イリョウホウジンシャダンアオイカイ　エーオーアイハチオウジビョウイン,東京都八王子市明神町４－２１－４,35.660083,139.345826,https://www.aoikai.jp/aoihachioji/
1311137300001,医療法人社団健心会　みなみ野循環器病院,イリョウホウジンシャダンケンシンカイ　ミナミノジュンカンキビョウイン,東京都八王子市兵衛１－２５－１,35.631336,139.332773,https://mjhospital.tokyo/
1311137300002,医療法人社団永生会　みなみ野病院,イリョウホウジンシャダンエイセイカイ　ミナミノビョウイン,東京都八王子市みなみ野５－３０－３,35.631113,139.319219,http://www.eisei.or.jp/minamino
1311137300270,医療法人社団永生会　南多摩病院,イリョウホウジンシャダンエイセイカイ　ミナミタマビョウイン,東京都八王子市散田町３－１０－１,35.655277,139.312885,https://www.eisei.or.jp/minamitama/
1311137300300,一般財団法人　仁和会総合病院,イッパンザイダンホウジン　ジンワカイソウゴウビョウイン,東京都八王子市明神町４－８－１,35.657916,139.341688,http://www.jinwakai.jp
1311137300430,一般財団法人高尾保養院　東京高尾病院,イッパンザイダンホウジンタカオホヨウイン　トウキョウタカオビョウイン,東京都八王子市高尾町２１８７,35.630529,139.261279,http://www.tt-hospital.jp/
1311137300560,医療法人財団緑雲会　多摩病院,イリョウホウジンザイダンリョクウンカイ　タマビョウイン,東京都八王子市中野町２０８２,35.680608,139.324022,https://www.tama-hp.com
1311137300690,医療法人財団仁光会　真宮病院,イリョウホウジンザイダンジンコウカイ　マミヤビョウイン,東京都八王子市南新町２３番地,35.658388,139.330772,http://www.mamiya-hp.jp/
1311137300720,医療法人財団興和会　右田病院,イリョウホウジンザイダンコウワカイ　ミギタビョウイン,東京都八王子市暁町１－４８－１８,35.668776,139.340688,http://www.migitahosp.or.jp
1311137300850,医療法人財団青溪会　駒木野病院,イリョウホウジンザイダンセイケイカイ　コマギノビョウイン,東京都八王子市裏高尾町２７３,35.640417,139.269917,http://www.komagino.jp
1311137300980,医療法人財団中山会　八王子消化器病院,イリョウホウジンザイダンナカヤマカイ　ハチオウジショウカキビョウイン,東京都八王子市万町１７７番地の３,35.650667,139.332884,http://www.hachiojisyokaki.com
1311137301020,医療法人社団玉栄会　東京天使病院,イリョウホウジンシャダンギョクエイカイ　トウキョウテンシビョウイン,東京都八王子市上壱分方町５０－１,35.684662,139.281025,http://www.angelcourt.or.jp
1311137301150,医療法人社団東京愛成会　高月病院,イリョウホウジンシャダントウキョウアイセイカイ　タカツキビョウイン,東京都八王子市宮下町１７８,35.708049,139.317299,http://www.takatuki.or.jp/
1311137301310,医療法人社団明和会　西八王子病院,イリョウホウジンシャダンメイワカイ　ニシハチオウジビョウイン,東京都八王子市上川町２１５０,35.704549,139.267137,http://www.ims.gr.jp/nishihachi-hp/
1311137301440,医療法人社団鵬友会　協和病院,イリョウホウジンシャダンホウユウカイ　キョウワビョウイン,東京都八王子市川口町２７５８,35.697717,139.280052,http://www.kyowahosp.com
1311137301730,医療法人社団小松会　聖パウロ病院,イリョウホウジンシャダンコマツカイ　セイパウロビョウイン,東京都八王子市小比企町１７１０,35.639085,139.316469,https://www.pauro.komatsukai.com
1311137301990,医療法人永寿会　恩方病院,イリョウホウジンエイジュカイ　オンガタビョウイン,東京都八王子市西寺方町１０５,35.671608,139.265472,http://ongata-hp.jp
1311137302030,医療法人社団清伸会　高尾厚生病院,イリョウホウジンシャダンセイシンカイ　タカオコウセイビョウイン,東京都八王子市南浅川町３８１５,35.61678,139.247337,https://takaokousei.hospital.tokyo.jp/
1311137302160,医療法人社団青雲会　北野台病院,イリョウホウジンシャダンセイウンカイ　キタノダイビョウイン,東京都八王子市打越町１０６８,35.63853,139.356465,http://www.kitanodai.jp
1311137302580,医療法人社団恵和会　八王子恵愛病院,イリョウホウジンシャダンケイワカイ　ハチオウジケイアイビョウイン,東京都八王子市館町２２３２－８,35.631724,139.305859,http://www.hachiouji-keiaihp.jp/
1311137302900,医療法人社団永生会　永生病院,イリョウホウジンシャダンエイセイカイ　エイセイビョウイン,東京都八王子市椚田町５８３－１５,35.639862,139.304942,http://www.eisei.or.jp/
1311137303040,医療法人社団孝山会　滝山病院,イリョウホウジンシャダンコウザンカイ　タキヤマビョウイン,東京都八王子市犬目町６４１,35.692551,139.307661,http://www.takiyama.info
1311137303200,医療法人永寿会　陵北病院,イリョウホウジンエイジュカイ　リョウホクビョウイン,東京都八王子市西寺方町３１５,35.672775,139.266444,http://www.ryohoku-hp.jp/
1311137303330,八王子保健生活協同組合城山病院,ハチオウジホケンセイカツキョウドウクミアイシロヤマビョウイン,東京都八王子市元八王子町３－２８７２－１,35.653721,139.266778,http://www.hachisei.or.jp
1311137303620,東京医科大学八王子医療センター,トウキョウイカダイガクハチオウジイリョウセンター,東京都八王子市館町１１６３,35.631474,139.28911,https://hachioji.tokyo-med.ac.jp/
1311137303880,医療法人社団東光会　八王子山王病院,イリョウホウジンシャダントウコウカイ　ハチオウジサンノウビョウイン,東京都八王子市中野山王２－１５－１６,35.673887,139.328216,https://hachioji-sannou.or.jp/
1311137304180,医療法人社団清智会　清智会記念病院,イリョウホウジンシャダンセイチカイ　セイチカイキネンビョウイン,東京都八王子市子安町３－２４－１５,35.650306,139.337716,http://www.seichikai.com/
1311137304500,医療法人社団　ＫＮＩ　北原国際病院,イリョウホウジンシャダン　ケイエヌアイ　キタハラコクサイビョウイン,東京都八王子市大和田町１－７－２３,35.662333,139.360936,http://www.kitaharahosp.com/honnin/
1311137304630,医療法人社団　親和会　野猿峠脳神経外科病院,イリョウホウジンシャダン　シンワカイ　ヤエントウゲノウシンケイゲカビョウイン,東京都八王子市下柚木１９７４番地１,35.632253,139.365715,https://www.shinwakai.or.jp/yaentoge/
1311137304890,東海大学医学部付属八王子病院,トウカイダイガクイガクブフゾクハチオウジビョウイン,東京都八王子市石川町１８３８,35.677165,139.363852,http://www.hachioji-hosp.tokai.ac.jp/
1311137305190,医療法人社団ＫＮＩ　北原リハビリテーション病院,イリョウホウジンシャダンケイエヌアイ　キタハラリハビリテーションビョウイン,東京都八王子市左入町４６１,35.68758,139.346214,https://reha.kitaharahosp.com/
1311137305220,医療法人社団純正会　八王子北部病院,イリョウホウジンシャダンジュンセイカイ　ハチオウジホクブビョウイン,東京都八王子市川口町１５４０－１９,35.684579,139.29508,http://www.hachiohjihokubu-hp.com
1311137305480,医療法人社団八九十会　高月整形外科病院,イリョウホウジンシャダンハクトカイ　タカツキセイケイゲカビョウイン,東京都八王子市高月町３６０,35.711355,139.321215,http://www.hakutokai.jp/
1311137400200,医療法人社団清愛会　七生病院,イリョウホウジンシャダンセイアイカイ　ナナオビョウイン,東京都日野市西平山１－２４－１,35.648501,139.373547,https://www.nanao-hospital.jp/
1311137400460,医療法人社団厚潤会　日野駅前病院,イリョウホウジンシャダン　コウジュンカイ　ヒノエキマエビョウイン,東京都日野市日野本町３－１４－１５,35.679137,139.395488,https://www.hanawa-hp.com
1311137400590,医療法人社団康明会　康明会病院,イリョウホウジンシャダンコウメイカイ　コウメイカイビョウイン,東京都日野市豊田２－３２－１,35.654973,139.384629,https://www.komei-mc.or.jp
1311137400620,医療法人社団回心会　回心堂第二病院,イリョウホウジンシャダンカイシンカイ　カイシンドウダイニビョウイン,東京都日野市万願寺２－３４－３,35.673805,139.416626,http://www.mck.or.jp
1311137400910,社会福祉法人桜ヶ丘社会事業協会　桜ヶ丘記念病院,シャカイフクシホウジンサクラガオカシャカイジギョウキョウカイ　サクラガオカキネンビョウイン,東京都多摩市連光寺１－１－１,35.648225,139.459262,http://www.swfsakura.or.jp/sakuragaokahp/
1311137401050,社会福祉法人日本心身障害児協会　島田療育センター,シャカイフクシホウジンニホンシンシンショウガイジキョウカイ　シマダリョウイクセンター,東京都多摩市中沢１－３１－１,35.62156,139.411295,http://www.shimada-ryoiku.or.jp
1311137401470,学校法人日本医科大学　日本医科大学多摩永山病院,ガッコウホウジン　ニホンイカダイガクタマナガヤマビョウイン,東京都多摩市永山１－７－１,35.63106,139.446653,http://www.tama-h.nms.ac.jp/
1311137401500,社会医療法人河北医療財団　天本病院,シャカイイリョウホウジンカワキタイリョウザイダン　アマモトビョウイン,東京都多摩市中沢２－５－１,35.621477,139.412628,https://kawakita.or.jp/aisafetynet/amamoto/
1311137401630,稲城市立病院,イナギシリツビョウイン,東京都稲城市大丸１１７１,35.646809,139.485149,http://www.hospital.inagi.tokyo.jp/
1311137401760,特定医療法人社団研精会　稲城台病院,トクテイイリョウホウジンシャダンケンセイカイ　イナギダイビョウイン,東京都稲城市若葉台３－７－１,35.624922,139.46529,http://www.inagidai-hp.com
1311137401920,聖ヶ丘病院,ヒジリガオカビョウイン,東京都多摩市連光寺２－６９－６,35.639476,139.453346,https://www.hijirigaoka.or.jp/
1311137500001,医療法人社団三医会　鶴川リハビリテーション病院,イリョウホウジンシャダンサンイカイ　ツルカワリハビリテーションビョウイン,東京都町田市三輪町１１２９,35.572623,139.496012,http://www.tsurukawareha.or.jp/
1311137500002,横浜町田関節脊椎病院,ヨコハママチダカンセツセキツイビョウイン,東京都町田市南つくし野３－１－２,35.517795,139.482738,https://www.ymo-hospital.jp
1311137500100,町田市民病院,マチダシミンビョウイン,東京都町田市旭町２－１５－４１,35.556901,139.438129,http://www.machida-city-hospital-tokyo.jp/
1311137500230,更生保護法人鶴舞会　飛鳥病院,コウセイホゴホウジンツルマイカイ　アスカビョウイン,東京都町田市南町田３－８－１,35.517156,139.467267,http://www.tsurumaikai-hosp-asuka.com
1311137500650,医療法人社団芙蓉会　ふよう病院,イリョウホウジンシャダンフヨウカイ　フヨウビョウイン,東京都町田市南町田３－４３－１,35.515462,139.471517,http://www.fuyou.or.jp/
1311137501110,医療法人社団鶴永会　鶴が丘ガーデンホスピタル,イリョウホウジンシャダンカクエイカイ　ツルガオカガーデンホスピタル,東京都町田市三輪緑山２－２１３３－１,35.571261,139.483347,https://tsurugaoka.or.jp
1311137501370,医療法人社団史世会　町田胃腸病院,イリョウホウジンシャダンシセイカイ　マチダイチョウビョウイン,東京都町田市旭町１－１７－２１,35.554318,139.441934,http://www.machida-ichou.com
1311137501400,医療法人社団三医会　鶴川記念病院,イリョウホウジンシャダンサンイカイ　ツルカワキネンビョウイン,東京都町田市三輪町１０５９－１,35.574317,139.499651,https://www.tsurukawakinen.or.jp
1311137501660,医療法人財団明理会　鶴川サナトリウム病院,イリョウホウジンザイダンメイリカイ　ツルカワサナトリウムビョウイン,東京都町田市真光寺町１９７,35.604091,139.458903,https://www.tsurusana.com/
1311137502120,一般財団法人ひふみ会　まちだ丘の上病院,イッパンザイダンホウジンヒフミカイ　マチダオカノウエビョウイン,東京都町田市小野路町１１－１,35.59112,139.435072,https://machida-hospital.com/
1311137502380,医療法人社団幸隆会　多摩丘陵病院,イリョウホウジンシャダンコウリュウカイ　タマキュウリョウビョウイン,東京都町田市下小山田町１４０１,35.602062,139.421659,http://www.tamakyuryo.or.jp
1311137502410,医療法人社団松友会　上相原病院,イリョウホウジンシャダンマツトモカイ　カミアイハラビョウイン,東京都町田市相原町５０９８,35.618225,139.287111,http://kamaihara-hospital.org
1311137502540,医療法人社団創生会　町田病院,イリョウホウジンシャダンソウセイカイ　マチダビョウイン,東京都町田市木曽東４－２１－４３,35.565372,139.425491,http://www.machidahospital.jp/
1311137502700,社会医療法人社団正志会　南町田病院,シャカイイリョウホウジンシャダンセイシカイ　ミナミマチダビョウイン,東京都町田市鶴間４－４－１,35.506907,139.471351,https://www.mmhp.jp/
1311137502960,医療法人社団　康心会　ふれあい町田ホスピタル,イリョウホウジンシャダン　コウシンカイ　フレアイマチダホスピタル,東京都町田市小山ケ丘１－３－８,35.597701,139.382632,http://fureai-g.or.jp/machida-hp/
1311137600390,東京都立府中療育センター,トウキョウトリツフチュウリョウイクセンター,東京都府中市武蔵台２－９－２,35.691045,139.463561,https://www.fukushi.metro.tokyo.lg.jp/shisetsu/jigyosyo/fuchuryo
1311137600420,医療法人社団　根岸病院,イリョウホウジンシャダン　ネギシビョウイン,東京都府中市武蔵台２－１２－２,35.693554,139.460732,https://negishi.or.jp/
1311137600550,医療法人社団慈敬会　府中医王病院,イリョウホウジンシャダンジケイカイ　フチュウイオウビョウイン,東京都府中市晴見町１－２０,35.681416,139.478342,http://www.fuchu-iou.info
1311137600680,医療法人社団恵仁会　府中恵仁会病院,イリョウホウジンシャダンケイジンカイ　フチュウケイジンカイビョウイン,東京都府中市住吉町５－２１－１,35.657057,139.455484,http://www.fuchu-keijinkai.or.jp
1311137600840,医療法人社団喜平会　府中病院,イリョウホウジンシャダンキヘイカイ　フチュウビョウイン,東京都府中市美好町１－２２,35.672834,139.470066,https://www.fuchu-h.com
1311137600970,医療法人社団新愛会　東府中病院,イリョウホウジンシャダンシンアイカイ　ヒガシフチュウビョウイン,東京都府中市若松町２－７－２０,35.671501,139.495286,https://www.higashifuchu-hp.jp/
1311137601010,医療法人社団共済会　共済会櫻井病院,イリョウホウジンシャダンキョウサイカイ　キョウサイカイサクライビョウイン,東京都府中市是政２－３６,35.659225,139.498258,http://www.sakuraihp.com/
1311137601140,地方独立行政法人東京都立病院機構　東京都立神経病院,チホウドクリツギョウセイホウジントウキョウトリツビョウインキコウ　トウキョウトリツシンケイビョウイン,東京都府中市武蔵台２－６－１,35.690498,139.46126,http://www.byouin.metro.tokyo.jp/tmnh/index.html
1311137601270,医療法人社団大慈会　慈秀病院,イリョウホウジンシャダンダイジカイ　ジシュウビョウイン,東京都府中市白糸台３丁目１６番地の５号,35.666363,139.516979,http://www.jishu-hp.jp/
1311137700160,医療法人社団欣助会　吉祥寺病院,イリョウホウジンシャダンキンジョカイ　キチジョウジビョウイン,東京都調布市深大寺北町４－１７－１,35.679918,139.551753,http://www.kichijoji-hospital.com
1311137700290,医療法人社団大和会　多摩川病院,イリョウホウジンシャダンダイワカイ　タマガワビョウイン,東京都調布市国領町５－３１－１,35.648616,139.554254,http://www.tamagawahp.jp
1311137700320,医療法人社団青山会　青木病院,イリョウホウジンシャダンアオヤマカイ　アオキビョウイン,東京都調布市上石原３－３３－１７,35.650587,139.525145,http://aoki-hospital.jp
1311137700450,医療法人社団　桐光会　調布病院,イリョウホウジンシャダン　トウコウカイ　チョウフビョウイン,東京都調布市下石原３－４５－１,35.651004,139.532784,http://www.tokokai.or.jp
1311137700580,特定医療法人社団研精会　東京さつきホスピタル,トクテイイリョウホウジンシャダンケンセイカイ　トウキョウサツキホスピタル,東京都調布市東つつじケ丘２－２７－１,35.656421,139.577057,https://tokyo-satsuki.jp/
1311137700610,医療法人社団　飯野病院,イリョウホウジンシャダン　イイノビョウイン,東京都調布市布田４－３－２,35.651198,139.545033,http://www.iino-hospital.or.jp/
1311137700740,医療法人社団大坪会　北多摩病院,イリョウホウジンシャダンオオツボカイ　キタタマビョウイン,東京都調布市調布ケ丘４－１－１,35.659586,139.543754,http://www.kitatamahospital.net/
1311137700900,東京慈恵会医科大学附属第三病院,トウキョウジケイカイ　イカダイガクフゾクダイサンビョウイン,東京都狛江市和泉本町４－１１－１,35.644616,139.566142,http://www.jikei.ac.jp/hospital/daisan/index.html
1311137701040,医療法人社団豊徳会　介護医療院東京多摩病院,イリョウホウジンシャダンホウトクカイ　カイゴイリョウイン　トウキョウタマビョウイン,東京都狛江市岩戸南２－２－３,35.631812,139.58653,http://tokyotama.or.jp/
1311137701170,医療法人社団東山会　調布東山病院,イリョウホウジンシャダントウザンカイ　チョウフトウザンビョウイン,東京都調布市小島町２－３２－１７,35.651921,139.541727,https://www.touzan.or.jp/
1311137800190,医療法人社団　総合会　武蔵野中央病院,イリョウホウジンシャダンソウゴウカイ　ムサシノチュウオウビョウイン,東京都小金井市東町１－４４－２６,35.693666,139.530032,http://www.musashino-chuou.com
1311137800220,医療法人財団美生会　小金井病院,イリョウホウジンザイダンビセイカイ　コガネイビョウイン,東京都小金井市前原町４－４－４７,35.6865,139.503812,http://koganei-hp.com
1311137800480,医療法人社団大日会　小金井太陽病院,イリョウホウジンシャダンダイニチカイ　コガネイタイヨウビョウイン,東京都小金井市本町１－９－１７,35.699748,139.507783,http://www.koganei-taiyo.com/
1311137800640,社会福祉法人　浴光会　国分寺病院,シャカイフクシホウジン　ヨクコウカイ　コクブンジビョウイン,東京都国分寺市東恋ケ窪４－２－２,35.706525,139.469425,https://kh.yokukou.net/
1311137800770,医療法人社団啓医会　国分寺内科中央病院,イリョウホウジンシャダンケイイカイ　コクブンジナイカチュウオウビョウイン,東京都国分寺市東元町２－３－１９,35.692693,139.483147,http://www.keiikai.jp/
1311137900250,国家公務員共済組合連合会　立川病院,コッカコウムインキョウサイクミアイレンゴウカイ　タチカワビョウイン,東京都立川市錦町４－２－２２,35.692664,139.422124,https://tachikawa-hosp.kkr.or.jp/
1311137900380,医療法人財団　立川中央病院,イリョウホウジンザイダン　タチカワチュウオウビョウイン,東京都立川市柴崎町２－１７－１４,35.695802,139.407209,http://www.tactis.or.jp
1311137900410,医療法人財団　川野病院,イリョウホウジンザイダン　カワノビョウイン,東京都立川市錦町１－７－５,35.695941,139.418541,http://www.kawano.or.jp/
1311137900960,医療法人社団　竹口病院,イリョウホウジンシャダン　タケグチビョウイン,東京都昭島市玉川町４丁目６番３２号,35.705245,139.37971,http://www.takeguchi.or.jp
1311137901000,社会福祉法人恩賜財団東京都同胞援護会　昭島病院,シャカイフクシホウジンオンシザイダントウキョウトドウホウエンゴカイ　アキシマビョウイン,東京都昭島市中神町１２６０,35.709856,139.381627,http://www.aki-hp.jp/
1311137901260,医療法人社団潮友会　うしお病院,イリョウホウジンシャダンチョウユウカイ　ウシオビョウイン,東京都昭島市武蔵野２－７－１２,35.721438,139.377349,http://www.usio-hp.com/
1311137901390,社会医療法人社団健生会　あきしま相互病院,シャカイイリョウホウジンシャダンケンセイカイ　アキシマソウゴビョウイン,東京都昭島市もくせいの杜２－２－１,35.718633,139.384265,http://www.t-kenseikai.jp/akishima/
1311137901420,医療法人社団大日会　太陽こども病院,イリョウホウジンシャダンダイニチカイ　タイヨウコドモビョウイン,東京都昭島市松原町１－２－１,35.713022,139.358295,http://taiyo-hp.com
1311137901710,独立行政法人国立病院機構村山医療センター,ドクリツギョウセイホウジンコクリツビョウインキコウムラヤマイリョウセンター,東京都武蔵村山市学園２－３７－１,35.746602,139.39879,https://murayama.hosp.go.jp
1311137901840,社会福祉法人鶴風会　東京小児療育病院,シャカイフクシホウジンカクフウカイ　トウキョウショウニリョウイクビョウイン,東京都武蔵村山市学園４－１０－１,35.744103,139.397763,https://www.kakufuh.com/tokyo_s/index.html
1311137901970,医療法人社団清峰会　村山中央病院,イリョウホウジンシャダンセイホウカイ　ムラヤマチュウオウビョウイン,東京都武蔵村山市中藤５－７０,35.760157,139.407761,http://www.murachu.com
1311137902010,社会医療法人社団健生会　立川相互病院,シャカイイリョウホウジンシャダンケンセイカイ　タチカワソウゴビョウイン,東京都立川市緑町４－１,35.703663,139.413236,http://www.t-kenseikai.jp/tachisou
1311137902270,医療法人社団五葉会　永井産婦人科病院,イリョウホウジンシャダンゴヨウカイ　ナガイサンフジンカビョウイン,東京都立川市幸町４－２７－１,35.722522,139.430983,http://www.nagai-h.com
1311137902430,独立行政法人国立病院機構災害医療センター,ドクリツギョウセイホウジンコクリツビョウインキコウサイガイイリョウセンター,東京都立川市緑町３２５６,35.70744,139.40943,https://saigai.hosp.go.jp/
1311138000160,武蔵野赤十字病院,ムサシノセキジュウジビョウイン,東京都武蔵野市境南町１－２６－１,35.696083,139.54803,http://www.musashino.jrc.or.jp/
1311138000290,一般財団法人天誠会　武蔵境病院,イッパンザイダンホウジンテンセイカイ　ムサシサカイビョウイン,東京都武蔵野市境１－１８－６,35.703415,139.54728,https://tenseikai.jp/sakai-hosp/
1311138000450,武蔵野陽和会病院,ムサシノヨウワカイビヨウイン,東京都武蔵野市緑町２－１－３３,35.716553,139.565361,http://www.yohwakai.com
1311138000870,三鷹北病院,ミタカキタビョウイン,東京都武蔵野市中町２－２－４,35.706665,139.561168,https://mitakakita-hospital.com/
1311138000900,医療法人社団成友会　小森病院,イリョウホウジンシャダンセイユウカイ　コモリビョウイン,東京都武蔵野市関前３－３－１５,35.71347,139.557306,http://www.komori-hs.net
1311138100190,公益財団法人　井之頭病院,コウエキザイダンホウジン　イノカシラビョウイン,東京都三鷹市上連雀４－１４－１,35.696833,139.557641,http://www.inokashira-hp.or.jp
1311138100350,医療法人財団慈生会　野村病院,イリョウホウジンザイダンジセイカイ　ノムラビョウイン,東京都三鷹市下連雀８－３－６,35.685084,139.568029,https://www.nomura.or.jp/access.html
1311138100480,医療法人社団積信会　長谷川病院,イリョウホウジンシャダンセキシンカイ　ハセガワビョウイン,東京都三鷹市大沢２－２０－３６,35.675112,139.533088,http://www.hasegawa-hp.or.jp
1311138100510,医療法人財団紘友会　三鷹病院,イリョウホウジンザイダンコウユウカイ　ミタカビョウイン,東京都三鷹市下連雀５－１－１２,35.690361,139.572278,http://www.mitakabyoin.or.jp
1311138100640,医療法人社団永寿会　三鷹中央病院,イリョウホウジンシャダンエイジュカイ　ミタカチュウオウビョウイン,東京都三鷹市上連雀５－２３－１０,35.694805,139.552335,https://eiju.webmedipr.jp
1311138100770,杏林大学医学部付属病院,キョウリンダイガクイガクブフゾクビョウイン,東京都三鷹市新川６－２０－２,35.67689,139.564974,http://www.kyorin-u.ac.jp/hospital
1311138200380,医療法人社団薫風会　山田病院,イリョウホウジンシャダンクンプウカイ　ヤマダビョウイン,東京都西東京市南町３－４－１０,35.726551,139.541363,http://www.yamada-hosp.or.jp
1311138200410,医療法人社団東光会　西東京中央総合病院,イリョウホウジンシャダントウコウカイ　ニシトウキョウチュウオウソウゴウビョウイン,東京都西東京市芝久保町２－４－１９,35.726635,139.531669,http://www.nishitokyo-chuobyoin.jp
1311138200540,医療法人社団花みずき会　　保谷厚生病院,イリョウホウジンシャダンハナミズキカイ　ホウヤコウセイビョウイン,東京都西東京市栄町１－１７－１８,35.748549,139.557388,http://hoya-kosei@jcom.home.ne.jp
1311138300150,国立研究開発法人国立精神・神経医療研究センター病院,コクリツケンキュウカイハツホウジンコクリツセイシンシンケイイリョウケンキュウセンタービョウイン,東京都小平市小川東町４－１－１,35.735938,139.475646,https://www.ncnp.go.jp/hospital/index.html
1311138300280,公立昭和病院,コウリツショウワビョウイン,東京都小平市花小金井８－１－１,35.733744,139.503004,http://www.kouritu-showa.jp/
1311138300440,一般財団法人多摩緑成会　緑成会整育園,イッパンザイダンホウジンタマリョクセイカイ　リョクセイカイセイイクエン,東京都小平市小川町１－７４１－３４,35.7243,139.449398,http://seiikuen.jp/
