都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL
121029,12B0100067,千葉県,千葉市花見川区,タムス介護医療院花見川,タムスカイゴイリョウインハナミガワ,介護医療院,千葉県千葉市花見川区柏井町1132-1,,35.698775600000000,140.103984400000000,047-480-2111,12B0100067,,,,https://www.k-hanamigawa.tums-kaigo.com
121045,12B0100042,千葉県,千葉市若葉区,介護医療院　秀眉園,カイゴイリョウイン　シュウビエン,介護医療院,千葉市若葉区加曽利町1803-1,,35.617931500000000,140.170586100000000,043-234-5900,12B0100042,,,,https://www.syuubi-seikei-kai.jp/
121045,12B0100018,千葉県,千葉市若葉区,総泉病院介護医療院,ソウセンビョウインカイゴイリョウイン,介護医療院,千葉県千葉市若葉区更科町2592,,35.620998300000000,140.218284500000000,043-237-5001,12B0100018,,,0,http://www.sousen.seikei-kai.or.jp/
122033,12B2700070,千葉県,市川市,医療法人友康会　行徳中央介護医療院,イリョウホウジンユウコウカイ　ギョウトクチュウオウカイゴイリョウイン,介護医療院,千葉県市川市日之出17-16,,35.676821800000000,139.921278900000000,047-307-8321,12B2700070,,,0,https://www.gyoutokuchuo-hospital.com/hospital/
122050,12B3600063,千葉県,館山市,小林病院介護医療院,コバヤシビョウインカイゴイリョウイン,介護医療院,千葉県館山市船形９０９番地,,35.028320900000000,139.844003600000000,０４７０－２７－３８１１,12B3600063,,,0,https://www.kotobuki-kai.com/
122076,12B2400093,千葉県,松戸市,介護医療院あきやまの郷,カイゴイリョウインアキヤマノサト,介護医療院,千葉県松戸市高塚新田484-1,,35.761294200000000,139.933048000000000,047-312-8121,12B2400093,,,0,https://www.chibako.or.jp/akiyamanosato/
122114,12B4300119,千葉県,成田市,介護医療院千年希望の杜成田,カイゴイリョウインセンネンキボウノモリナリタ,介護医療院,千葉県成田市大袋407-1,,35.762241600000000,140.284993000000000,0476-85-8410,12B4300119,,,,https://keiyou-kai.jp/naritain/
122114,12B4300101,千葉県,成田市,聖マリア介護医療院,セイマリアカイゴイリョウイン,介護医療院,千葉県成田市取香446,,35.781338616826600,140.374607057672000,0476-32-0711,12B4300101,,,43,
122173,12B2100014,千葉県,柏市,医療法人社団博恵会介護医療院柏南,イリョウホウジンシャダンハクエイカイカイゴイリョウインハクナン,介護医療院,千葉県柏市逆井１１４４,,35.816808100000000,139.979677900000000,04-7175-1811,12B2100014,,,0,
122238,12B3900034,千葉県,鴨川市,小田介護医療院,オダカイゴイリョウイン,介護医療院,千葉県鴨川市横渚880,,35.106185800000000,140.104868300000000,04-7092-1128,12B3900034,,,,http://oda-hp.com
122238,12B3900026,千葉県,鴨川市,エビハラ介護医療院,エビハラカイゴイリョウイン,介護医療院,千葉県鴨川市太海630番地10,,35.091465100000000,140.091075400000000,04-7093-2626,12B3900026,,,,http://www.ebihara.or.jp
122238,12B3900083,千葉県,鴨川市,東条病院介護医療院,トウジョウビョウインカイゴイリョウイン,介護医療院,千葉県鴨川市広場1615,,35.121463300000000,140.108703600000000,04-4092-1207,12B3900083,,,,http://www.tojo-h.or.jp
122246,12B2600015,千葉県,鎌ケ谷市,医療法人社団一心会　初富保健病院介護医療院,イリョウホウジンシャダンイッシンカイ　ハツトミホケンビョウインカイゴイリョウイン,介護医療院,千葉県鎌ヶ谷市初富114番地,,35.784355400000000,139.986196300000000,047-442-0811,12B2600015,,,320,https://www.hatsutomi.or.jp/
122254,12B1100017,千葉県,君津市,鈴木病院介護医療院,スズキビョウインカイゴイリョウイン,介護医療院,千葉県君津市上２３８番地,,35.306903700000000,139.954882400000000,439322013,12B1100017,,,,https://www.suzuki-hospital.com
122360,12B5200029,千葉県,香取市,医療法人三省会本多病院介護医療院,イリョウホウジンサンセイカイホンダビョウインカイゴイリョウイン,介護医療院,千葉県香取市本郷７７２番地,,35.853555100000000,140.583540200000000,0478-82-3181,12B5200029,,,0,http://www.sanseikai.or.jp
123471,12B3000058,千葉県,多古町,国保多古中央病院　介護医療院,コクホ　タコチュウオウビョウイン　カイゴイリョウイン,介護医療院,千葉県香取郡多古町多古３８８－１,,35.738008800000000,140.472092800000000,0479-76-2211,12B3000058,,,,http://www.takochu.tako.chiba.jp/
123498,12B3000025,千葉県,東庄町,東庄町国民健康保険東庄病院　介護医療院,トウノショウマチコクミンケンコウホケントウノショウビョウインカイゴイリョウイン,介護医療院,千葉県香取郡東庄町石出2692-15,,35.820567700000000,140.697511100000000,0478-86-1177,12B3000025,,,0,https://www.town.tohnosho.chiba.jp
124095,12B0700049,千葉県,芝山町,髙根病院　介護医療院,タカネビョウイン　カイゴイリョウイン,介護医療院,千葉県山武郡芝山町岩山2308,,35.724561200000000,140.369538100000000,0479-77-1133,12B0700049,,,0,https://takane-hospital.jp/
124419,12B3700012,千葉県,大多喜町,介護医療院泉水ガーデンホーム,カイゴイリョウイン　センズイガーデンホーム,介護医療院,千葉県夷隅郡大多喜町泉水674,,35.294633200000000,140.241894300000000,0470-82-4330,12B3700012,,,0,https://kawasaki-hospital.jp/
131091,13B0900010,東京都,品川区,康済会介護医療院,コウサイカイカイゴイリョウイン,介護医療院,東京都品川区小山３丁目４番17号,,35.620724000000000,139.704180900000000,03-3716-8111,13B0900010,,,0,https://www.kousai-kai.info/
131105,13B1000018,東京都,目黒区,医療法人財団日扇会第一病院,イリョウホウジンザイダンニッセンカイダイイチビョウイン,介護医療院,東京都目黒区中根二丁目10番20号,,35.614482700000000,139.676940500000000,03-3718-7281,13B1000018,,,,http://www.nissenkai.or.jp/
131113,13B1100016,東京都,大田区,医療法人社団幸栄会幸和病院介護医療院,イリョウホウジンシャダンコウエイカイコウワビョウインカイゴイリョウイン,介護医療院,東京都大田区萩中三丁目29番5号幸和病院,幸和病院,35.550967700000000,139.734409000000000,03-3745-3800,13B1100016,,,,https://www.kowa-hospital.com
131113,13B1100024,東京都,大田区,介護医療院セントラル大田,カイゴイリョウインセントラルオオタ,介護医療院,東京都大田区中央8-34-10,,35.570821682992500,139.718218001189000,03-3755-5300,13B1100024,,,0,https://www.central.or.jp/ohtaku/index_iryoin.html
131130,13B1300012,東京都,渋谷区,セントラル介護医療院,セントラルカイゴイリョウイン,介護医療院,東京都渋谷区神泉25-1,,35.657659000000000,139.690638900000000,03-3465-5131,13B1300012,,,0,http://www.central-hospital.or.jp
131148,13B1400010,東京都,中野区,武蔵野療園病院介護医療院,ムサシノリョウエンビョウインカイゴイリョウイン,介護医療院,東京都中野区江古田2-24-11,,35.727276000000000,139.664105100000000,03-3389-5511,13B1400010,,,0,https://www.musashino-ryoen.com/
131181,13B1800011,東京都,荒川区,介護医療院磯病院,カイゴイリョウインイソビョウイン,介護医療院,東京都荒川区南千住1-56-10,,35.733330800000000,139.793075500000000,03-3807-8171,13B1800011,,,,http://iso-hp.or.jp/
131181,13B1800029,東京都,荒川区,医療法人社団杏和会　寺田病院介護医療院,イリョウホウジンシャダンキョウワカイ　テラダビョウインカイゴイリョウイン,介護医療院,東京都荒川区町屋3丁目23番14号,,35.749539812038100,139.784486942328000,03（3892）5727,13B1800029,,,0,https://terada-hp.jp/
131199,13B1900027,東京都,板橋区,医療法人社団和好会金子病院介護医療院,イリョウホウジンシャダンワコウカイカネコビョウインカイゴイリョウイン,介護医療院,東京都板橋区南常盤台1-15-14,,35.755920200000000,139.687422700000000,03-3956-0145,13B1900027,,,,kanekohosptal.or.jp
131199,13B1900043,東京都,板橋区,富士見病院介護医療院,フジミビョウインカイゴイリョウイン,介護医療院,東京都板橋区大和町１４番１６号,,35.760420815702400,139.705517841139000,03-3962-2431,13B1900043,,,,https://www.fujimi-hp.or.jp
131199,13B1900050,東京都,板橋区,医療法人社団慈誠会　慈誠会記念病院介護医療院,イリョウホウジンシャダンジセイカイ　ジセイカイキネンビョウインカイゴイリョウイン,介護医療院,東京都板橋区西台三丁目１１番３号,,35.774332300000000,139.667491100000000,03-5920-1801,13B1900050,,,48,https://jiseikaikinen-hp.jp/
131199,13B1900035,東京都,板橋区,医療法人社団慈誠会　慈誠会前野病院附属介護医療院,イリョウホウジンシャダンジセイカイ　ジセイカイマエノビョウインフゾクカイゴイリョウイン,介護医療院,東京都板橋区前野町6-38-3,,35.768842277253200,139.688485991402000,03-3969-1511,13B1900035,,,,https://maeno-hospital.jp/
131211,13B2100031,東京都,足立区,医療法人財団厚生協会　東京足立介護医療院,イリョウホウジンザイダンコウセイキョウカイ　トウキョウアダチカイゴイリョウイン,介護医療院,東京都足立区保木間5-23-20,,35.804471400000000,139.804275900000000,03-3883-6331,13B2100031,,,60,http://tokyoadachi-med.jp
131211,13B2100023,東京都,足立区,介護医療院足立鹿浜病院,カイゴイリョウインアダチシカハマビョウイン,介護医療院,東京都足立区鹿浜三丁目6番1号,,35.779970900000000,139.754345800000000,03-3857-5871,13B2100023,,,0,http://www.shikahamabyoin.com
131211,13B2100015,東京都,足立区,特定医療法人社団　潤恵会　ひのき介護医療院,トクテイイリョウホウジンシャダン　ジュンケイカイ　ヒノキカイゴイリョウイン,介護医療院,東京都足立区新田2-16-13,,35.773457000000000,139.741921700000000,03-5902-3121,13B2100015,,,0,http://www.keijin-hospital.or.jp
131237,13B2300011,東京都,江戸川区,介護医療院松寿会病院,カイゴイリョウインマツトシカイビョウイン,介護医療院,東京都江戸川区北葛西4-4-28,,35.672097500000000,139.862807700000000,03-3689-5451,13B2300011,,,0,http://www.matsutoshikai.or.jp
131237,13B2300029,東京都,江戸川区,一盛病院介護医療院,イチモリビョウインカイゴイリョウイン,介護医療院,東京都江戸川区小松川三丁目１０番１号,,35.697778900000000,139.850613000000000,03-3637-0050,13B2300029,,,0,http://www.ichimori-hp.or.jp
132012,13B2900018,東京都,八王子市,介護医療院　陵北病院,カイゴイリョウイン　リョウホクビョウイン,介護医療院,東京都八王子市西寺方町315,,35.672666300000000,139.265648100000000,042-651-3231,13B2900018,,,,http://ryohoku-hp.jp
132012,13B2900034,東京都,八王子市,医療法人社団永生会　永生病院　介護医療院,イリョウホウジンシャダンエイセイカイ　エイセイビョウイン　カイゴイリョウイン,介護医療院,東京都八王子市椚田町583番地15,,35.639588757926300,139.305026722090000,042-661-4108,13B2900034,,,,https://www.eisei.or.jp/
132012,13B2900026,東京都,八王子市,社会医療法人社団愛有会　さんあい介護医療院,シャカイイリョウホウジンシャダンアイユウカイ　サンアイカイゴイリョウイン,介護医療院,東京都八王子市宮下町３７７番地,,35.706765139814800,139.307748822090000,042-691-4111,13B2900026,,,,http://sanai-hachioji.jp/
132047,13B3600013,東京都,三鷹市,医療法人社団清恵会　介護医療院　篠原病院,イリョウホウジンシャダンセイケイカイ　カイゴイリョウイン　シノハラビョウイン,介護医療院,東京都三鷹市下連雀6-13-10,,35.688705200000000,139.565070100000000,0422-46-2251,13B3600013,,,129,https://shinohara-hospital.or.jp
132055,13B2800028,東京都,青梅市,医療法人社団倭林会武蔵野台介護医療院,イリョウホウジンシャダンヤマトバヤシカイムサシノダイビョウインカイゴイリョウイン,介護医療院,東京都青梅市今井1丁目2586,,35.812881000000000,139.313365400000000,428316632,13B2800028,,,,musashinodai-hp.com
132055,13B2800036,東京都,青梅市,長生病院介護医療院,チョウセイビョウインカイゴイリョウイン,介護医療院,東京都青梅市小曽木一丁目３４３８番地,,35.823586800000000,139.292579900000000,0428-74-4771,13B2800036,,,,https://chosei-kai.com/chosei
132055,13B2800010,東京都,青梅市,医療法人社団　向日葵清心会　青梅今井病院　介護医療院,イリョウホウジンシャダン　ヒマワリセイシンカイ　オウメイマイビョウイン　カイゴイリョウイン,介護医療院,東京都青梅市今井一丁目2609番地の2,,35.814834700000000,139.314980700000000,0428-31-8821,13B2800010,,,,http://www.oumeimai.or.jp
132098,13B3200012,東京都,町田市,ふよう病院介護医療院,フヨウビョウインカイゴイリョウイン,介護医療院,東京都町田市南町田三丁目43番1号,,35.516041594943700,139.471940000000000,042-795-2631,13B3200012,,,0,http://www.fuyou.or.jp/
132110,13B4300019,東京都,小平市,多摩済生病院　介護医療院,タマサイセイビョウイン　カイゴイリョウイン,介護医療院,東京都小平市美園町3丁目11番地1号,,35.740648600000000,139.489312900000000,042-341-1611,13B4300019,,,,https://tama-saisei-hp.com
132128,13B3500015,東京都,日野市,多摩平の森の病院介護医療院,タマダイラモリノビョウインカイゴイリョウイン,介護医療院,東京都日野市多摩平三丁目1-17多摩平の森の病院,多摩平の森の病院,35.665345600000000,139.377016500000000,042-843-1777,13B3500015,,,,https://tamadairanomorino-hospital.com/
132195,13B4500014,東京都,狛江市,医療法人社団豊徳会　介護医療院　東京多摩病院,イリョウホウジンシャダンホウトクカイ　カイゴイリョウイン　トウキョウタマビョウイン,介護医療院,東京都狛江市岩戸南2－2－3,,35.631824900000000,139.586568200000000,03-3489-3191,13B4500014,,,,https://tokyotama.or.jp/
132217,13B4700010,東京都,清瀬市,救世軍清瀬病院介護医療院シャロン,キュウセイグンキヨセビョウインカイゴイリョウインシャロン,介護医療院,東京都清瀬市竹丘１－１７－９,,35.769969400000000,139.506804200000000,042-497-8185,13B4700010,,,,https://kiyosehp.salvationarmy.or.jp/sharon/
132292,13B5400016,東京都,西東京市,田無病院介護医療院,タナシビョウインカイゴイリョウイン,介護医療院,東京都西東京市緑町3-6-1,,35.741615200000000,139.541735600000000,042-461-2682,13B5400016,,,0,http://www.tanashi-hospital.or.jp/
133035,13B2400035,東京都,瑞穂町,介護医療院ユニット菜の花,カイゴイリョウインユニットナノハナ,介護医療院,東京都西多摩郡瑞穂町殿ヶ谷454-2介護医療院ユニット菜の花,介護医療院ユニット菜の花,35.757914632166700,139.356253234254000,042-557-7915,13B2400035,,,,http://www.kanjinkai.net/
133051,13B2400019,東京都,日の出町,医療法人社団崎陽会　日の出ヶ丘介護医療院,イリョウホウジンシャダンキヨウカイ　ヒノデガオカカイゴイリョウイン,介護医療院,東京都西多摩郡日の出町大久野310番地,,35.742971900000000,139.246223900000000,042-597-0811,13B2400019,,,0,http://www.hinodehp.com
133051,13B2400027,東京都,日の出町,医療法人財団利定会大久野病院介護医療院,イリョウホウジンザイダントシサダカイオオグノビョウインカイゴイリョウイン,介護医療院,東京都西多摩郡日の出町大字大久野6416番地2階,2階,35.756339700000000,139.234022500000000,042-597-0873,13B2400027,,,58,http://www.oogunohp.com/
141097,14B0900019,神奈川県,横浜市港北区,横浜市総合保健医療センター　介護医療院,ヨコハマシソウゴウホケンイリョウセンター　カイゴイリョウイン,介護医療院,神奈川県横浜市港北区鳥山町1735,,35.509635700000000,139.609002100000000,045-475-0001,14B0900019,,,,https://yccc.jp/care/clinic/
141101,14B1000017,神奈川県,横浜市戸塚区,十慈堂病院介護医療院,ジュウジドウビョウインカイゴイリョウイン,介護医療院,神奈川県横浜市戸塚区南舞岡1-23-9,,35.396072100000000,139.557319800000000,045-823-1010,14B1000017,,,,https://www.jujidou.or.jp/
141127,14B3200011,神奈川県,横浜市旭区,横浜鶴ヶ峰病院介護医療院,ヨコハマツルガミネビョウインカイゴイリョウイン,介護医療院,神奈川県横浜市旭区川島町1764番地,,35.470569500000000,139.554023700000000,045-371-2511,14B3200011,,,,http://www.tsurugaminehospital.com/
141135,14B3300019,神奈川県,横浜市緑区,医療法人社団元気会横浜病院　介護医療院,イリョウホウジンシャダンゲンキカイヨコハマビョウイン　カイゴイリョウイン,介護医療院,神奈川県横浜市緑区寺山町７２９,,35.501795700000000,139.541951100000000,045-933-1011,14B3300019,,,56,http://genkikaiyokohama.jp/
141143,14B3400017,神奈川県,横浜市瀬谷区,三ツ境病院介護医療院,ミツキョウビョウインカイゴイリョウイン,介護医療院,神奈川県横浜市瀬谷区三ツ境２３番地8,,35.465050700000000,139.502308500000000,045-391-0006,14B3400017,,,24,http://www.mitu.or.jp/
141526,14B2600039,神奈川県,相模原市中央区,田名病院介護医療院,タナビョウインカイゴイリョウイン,介護医療院,神奈川県相模原市中央区田名塩田３丁目１４番３６号,,35.530863400000000,139.354527300000000,042-778-3080,14B2600039,,,,https://www.tanabyouin.com
141534,14B2600013,神奈川県,相模原市南区,相模原友愛温泉病院　介護医療院,サガミハラユウアイオンセンビョウイン　カイゴイリョウイン,介護医療院,神奈川県相模原市南区麻溝台697番地,,35.537350175239700,139.390449652147000,042-778-1181,14B2600013,,,89,https://www.yuuai-byouinkai.or.jp/facilities/sagamihara/
141534,14B2600021,神奈川県,相模原市南区,相模原南病院　介護医療院,サガミハラミナミビョウイン　カイゴイリョウイン,介護医療院,神奈川県相模原市南区大野台7-10-7,,35.549547600000000,139.414596600000000,042-759-3911,14B2600021,,,0,http://minami-h.or.jp/
141534,14B2600047,神奈川県,相模原市南区,医療法人相愛会相愛病院介護医療院,イリョウホウジンソウアイカイソウアイビョウインカイゴイリョウイン,介護医療院,神奈川県相模原市南区当麻1632,,35.524882800000000,139.374937700000000,042-778-2111,14B2600047,,,,http://souai-hp.or.jp
142051,14B2200012,神奈川県,藤沢市,湘南長寿園病院　介護医療院,ショウナンチョウジュエンビョウイン　カイゴイリョウイン,介護医療院,神奈川県藤沢市白旗１丁目１１番１号,,35.352642800000000,139.479635100000000,0466-82-7311,14B2200012,,,60,http://www.chojuen.com
142069,14B2300010,神奈川県,小田原市,公益財団法人積善会　介護医療院こもれび,コウエキザイダンホウジンセキゼンカイ　カイゴイリョウインコモレビ,介護医療院,神奈川県小田原市曽我岸148,,35.302871200000000,139.181276800000000,0465-42-9898,14B2300010,,,0,https://soga-hp.com/komorebi/
142077,14B2400018,神奈川県,茅ヶ崎市,介護医療院　湘南の丘,カイゴイリョウイン　ショウナンノオカ,介護医療院,神奈川県茅ケ崎市赤羽根3685,,35.352874846654100,139.434060292065000,0467-53-1811,14B2400018,,,56,https://www.nagaoka-hp.com/
142115,14B2800019,神奈川県,秦野市,医療法人社団　三喜会　鶴巻温泉病院介護医療院,イリョウホウジンシャダン　サンキカイ　ツルマキオンセンビョウインカイゴイリョウイン,介護医療院,神奈川県秦野市鶴巻北1-16-1,,35.382941100000000,139.279665600000000,0463-78-1311,14B2800019,,,0,http://www.sankikai.or.jp/tsurumaki/
142166,14B4100012,神奈川県,座間市,相武台リハビリテーション病院介護医療院,相武台リハビリテーションビョウインカイゴイリョウイン,介護医療院,神奈川県座間市相武台1-9-7,,35.505952400000000,139.411755500000000,046-256-5111,14B4100012,,,0,https://www.smg-net.com
143821,14B1500016,神奈川県,箱根町,特定医療法人社団研精会　介護医療院箱根リハビリテーション病院,トクテイイリョウホウジンシャダンケンセイカイ　カイゴイリョウインハコネリハビリテーションビョウイン,介護医療院,神奈川県足柄下郡箱根町仙石原1285,,35.263786254462000,139.021353853271000,0460-84-9111,14B1500016,,,,https://www.kensei-hakone.com/
143847,14B1500024,神奈川県,湯河原町,湯河原中央温泉病院介護医療院,ユガワラチュウオウオンセンビョウインカイゴイリョウイン,介護医療院,神奈川県足柄下郡湯河原町中央四丁目11番地2,,35.151135500000000,139.112070900000000,0465-63-2555,14B1500024,,,0,https://www.yugawara-hp.com
151033,15B0100031,新潟県,新潟市中央区,介護医療院　栞の郷,カイゴイリョウイン　シオリノサト,介護医療院,新潟県新潟市中央区姥ヶ山２７４番地１,,37.884800500000000,139.079808400000000,025-286-8811,15B0100031,,,0,https://www.higashi-niigata-hp.or.jp
151033,15B0100056,新潟県,新潟市中央区,介護医療院　みどりケアセンター,カイゴイリョウイン　ミドリケアセンター,介護医療院,新潟県新潟市中央区神道寺2丁目5番1号,,37.896893900000000,139.055095200000000,025-244-6100,15B0100056,,,0,http://www.midori-gr.jp/
151068,15B0100072,新潟県,新潟市南区,白根大通病院　介護医療院,シロネオオドオリビョウイン　カイゴイリョウイン,介護医療院,新潟県新潟市南区大通黄金4丁目14番地2,,37.823055400000000,139.019674400000000,025-362-0260,15B0100072,,,0,http://www.jojinkai.com/shirone/
151076,15B0100023,新潟県,新潟市西区,黒埼病院介護医療院,クロサキビョウインカイゴイリョウイン,介護医療院,新潟県新潟市西区黒鳥2339番地1,,37.841252100000000,138.986271100000000,025-370-7555,15B0100023,,,,https://www.kurosaki-hp.jp/
151076,15B0100049,新潟県,新潟市西区,聖園病院介護医療院,ミソノビョウインカイゴイリョウイン,介護医療院,新潟県新潟市西区青山7-9-10,,37.898248600000000,138.992129900000000,025-267-0171,15B0100049,,,0,https://www.misono-hp.or.jp
151076,15B0100064,新潟県,新潟市西区,介護医療院こばり園,カイゴイリョウインコバリエン,介護医療院,新潟県新潟市西区小針3-25-1介護医療院　こばり園,介護医療院　こばり園,37.887831800000000,138.999579600000000,025-232-0200,15B0100064,,,100,https://www.niigata-medical.jp/
151084,15B0100015,新潟県,新潟市西蒲区,岩室リハビリテーション病院　介護医療院,イワムロリハビリテーションビョウイン　カイゴイリョウイン,介護医療院,新潟県新潟市西蒲区岩室温泉772番地1,,37.732503300000000,138.839071400000000,0256-82-4100,15B0100015,,,,http://iwamurohp.jp/
152021,15B0200013,新潟県,長岡市,介護医療院長岡保養園すま居る,カイゴイリョウインナガオカホヨウエンスマイル,介護医療院,新潟県長岡市町田町575番地,,37.417115703333900,138.861515423279000,0258-32-4040,15B0200013,,,0,https://www.i-shiseikai.or.jp
152021,15B0200021,新潟県,長岡市,田宮病院　介護医療院,タミヤビョウイン　カイゴイリョウイン,介護医療院,新潟県長岡市深沢町２３００番地,,37.425356372056200,138.772041457286000,0258-46-3200,15B0200021,,,,http://www.sutokukai.or.jp/tamiya-hp/
152048,15B0400019,新潟県,三条市,かもしか病院介護医療院,カモシカビョウインカイゴイリョウイン,介護医療院,新潟県三条市南五百川80番地,,37.537426400000000,139.126787400000000,0256-41-3131,15B0400019,,,0,http://www.shitada.jp/
152048,15B0400027,新潟県,三条市,富永草野病院　介護医療院,トミナガクサノビョウイン　カイゴイリョウイン,介護医療院,新潟県三条市興野2-2-25,,37.632621847243300,138.970380144164000,0256-36-8777,15B0400027,,,0,https://www.shihatsudo.or.jp/care/
152048,15B0400035,新潟県,三条市,三条東病院　介護医療院,サンジョウヒガシビョウイン　カイゴイリョウイン,介護医療院,新潟県三条市北入蔵２丁目１７番２７号,,37.632093323592300,138.985132604894000,0256-38-1133,15B0400035,,,0,http://www.tachibanakoyokai.or.jp/
152064,15B0600014,新潟県,新発田市,豊浦壱番館,トヨウライチバンカン,介護医療院,新潟県新発田市荒町甲1611-8,,37.935482000000000,139.321807000000000,0254-21-0195,15B0600014,,,0,http://www.aiko.or.jp
152081,15B0800010,新潟県,小千谷市,新潟県厚生農業協同組合連合会小千谷総合病院介護医療院,ニイガタケンコウセイノウギョウキョウドウクミアイレンゴウカイオヂヤソウゴウビョウインカイゴイリョウイン,介護医療院,新潟県小千谷市平沢新田111,,37.321551000000000,138.792999700000000,0258-81-1600,15B0800010,,,80,https://www.ojiya-ghp.jp/
152129,15B1200046,新潟県,村上市,肴町介護医療院,サカナマチカイゴイリョウイン,介護医療院,新潟県村上市田端町１６番７号,,38.223219700000000,139.464276100000000,0254-53-2781,15B1200046,,,0,http://www.sanpokukai.jp
152129,15B1200012,新潟県,村上市,医療法人新光会村上記念病院介護医療院,イリョウホウジンシンコウカイムラカミキネンビョウインカイゴイリョウイン,介護医療院,新潟県村上市松山204番地1,,38.217708500000000,139.456942100000000,0254-52-1229,15B1200012,,,0,http://murakamikinen-hp.jp/
152129,15B1200020,新潟県,村上市,山北徳新会介護医療院,サンポクトクシンカイカイゴイリョウイン,介護医療院,新潟県村上市勝木1340-1山北徳洲会病院　4階,山北徳洲会病院　4階,38.490321500000000,139.516477900000000,0254-60-5555,15B1200020,,,0,http://sanpoku-hp.or.jp
152129,15B1200038,新潟県,村上市,介護医療院瀬波,カイゴイリョウインセナミ,介護医療院,新潟県村上市瀬波温泉２丁目４－１５,,38.217631500000000,139.444175700000000,0254-50-1900,15B1200038,,,82,
152226,15B0300011,新潟県,上越市,介護医療院　えがおと虹の森ふもと,カイゴイリョウイン　エガオトニジノモリフモト,介護医療院,新潟県上越市中央1丁目23-26,,37.174369300000000,138.246049600000000,025-543-2108,15B0300011,,,,http://www.fumotokai-hp.com/
152234,15B2100013,新潟県,阿賀野市,あがの市民病院介護医療院,アガノシミンビョウインカイゴイリョウイン,介護医療院,新潟県阿賀野市岡山町13-23,,37.832795700000000,139.221167700000000,0250-62-2780,15B2100013,,,0,https://www.niigata-kouseiren.jp/hospital/aganoshimin/
154610,15B5800015,新潟県,湯沢町,湯沢介護医療院ゆきざくら,ユザワカイゴイリョウインユキザクラ,介護医療院,新潟県南魚沼郡湯沢町大字湯沢２８７７番地１,,36.938834100000000,138.813455200000000,025-780-6543,15B5800015,,,0,https://yuzawa.jadecom.or.jp
162019,16B0100097,富山県,富山市,栗山介護医療院,クリヤマカイゴイリョウイン,介護医療院,富山市開発133番地,,36.631376700000000,137.246171700000000,076-429-0203,16B0100097,,,48,http:/kishin-kai.com
162019,16B0100063,富山県,富山市,医療法人社団城南会　城南内科介護医療院,イリョウホウジン　シャダンジョウナンカイジョウナンナイカカイゴイリョウイン,介護医療院,富山市太郎丸西町一丁目6番6,,36.677334879727300,137.209470960317000,076-421-6300,16B0100063,,,64,https://jonankai.or.jp/jnmlc/
162019,16B0100105,富山県,富山市,誠友病院介護医療院,セイユウビョウインカイゴイリョウイン,介護医療院,富山県富山市上千俵町103番地,,36.626543100000000,137.244007900000000,076-429-6677,16B0100105,,,0,
162019,16B0100055,富山県,富山市,おおやま病院介護医療院,オオヤマビョウインカイゴイリョウイン,介護医療院,富山県富山市花崎８５,,36.609691400000000,137.280953600000000,076-483-3311,16B0100055,,,,https://www.ooyamahp.or.jp/
162019,16B0100048,富山県,富山市,友愛温泉病院介護医療院,ユウアイオンセンビョウインカイゴイリョウイン,介護医療院,富山県富山市婦中町新町2131,,36.663255359360000,137.123379631352000,076-469-5421,16B0100048,,,,http://www.yuuai-byouinkai.or.jp/
162019,16B0100014,富山県,富山市,流杉病院介護医療院,ナガレスギビョウインカイゴイリョウイン,介護医療院,富山県富山市流杉１２０番地,,36.658654841800600,137.276267224745000,076-424-2211,16B0100014,,,0,https://www.nagaresugi.com/
162019,16B0100113,富山県,富山市,萩野病院介護医療院,ハギノビョウインカイゴイリョウイン,介護医療院,富山市婦中町萩島315-1,,36.628423800000000,137.179241900000000,076-465-2131,16B0100113,,,,https://hagino-hp.jp/
162019,16B0100139,富山県,富山市,富山西総合病院介護医療院,トヤマニシソウゴウビョウインカイゴイリョウイン,介護医療院,富山県富山市婦中町下轡田1019,,36.660009348577000,137.174278609787000,076-461-7700,16B0100139,,,,https://toyama-nishi.jp/
162019,16B0100071,富山県,富山市,介護医療院　尽誠会,カイゴイリョウイン　ジンセイカイ,介護医療院,富山県富山市水橋辻ヶ堂466-1,,36.745478900000000,137.297098600000000,076-478-0418,16B0100071,,,100,https://nomura-hospital.jp
162019,16B0100089,富山県,富山市,医療法人社団城南会　富山城南温泉病院介護医療院,イリョウホウジンシャダンジョウナンカイ　トヤマジョウナンオンセンビョウインカイゴイリョウイン,介護医療院,富山県富山市太郎丸本町一丁目8番1,,36.677968583323800,137.212185718521000,076-491-3366,16B0100089,,,0,https://jonankai.or.jp/tjmlc/
162019,16B0100030,富山県,富山市,介護医療院　せいわ,カイゴイリョウイン　セイワ,介護医療院,針原中町３３６,,36.724460100000000,137.264967100000000,076-451-7001,16B0100030,,,33,http://seikeikaitoyama.com/
162019,16B0100022,富山県,富山市,いま泉病院　介護医療院,イマイズミビョウイン　カイゴイリョウイン,介護医療院,富山県富山市今泉220番地,,36.668877500000000,137.212514900000000,076-425-1166,16B0100022,,,0,https://izumikai.mutsumi-gr.jp/
